seed,setting,mean_confidence,accuracy,n_samples,confidence_drop_vs_full
45,full,0.9043648434515317,0.8264379414732593,1982,0.0
45,remove_text,0.2044585703765949,0.08022199798183653,1982,0.6999062730749368
45,remove_image,0.2933518668837793,0.10696266397578204,1982,0.6110129765677523
