class,acc,precision,recall,f1
conservative,0.6739130434782609,0.7380952380952381,0.6739130434782609,0.7045454545454546
dressy,0.8740740740740741,0.9752066115702479,0.8740740740740741,0.921875
ethnic,0.689922480620155,0.9175257731958762,0.689922480620155,0.7876106194690266
fairy,0.9027777777777778,0.8783783783783784,0.9027777777777778,0.8904109589041096
feminine,0.6198347107438017,0.7978723404255319,0.6198347107438017,0.6976744186046512
gal,0.7902097902097902,0.773972602739726,0.7902097902097902,0.7820069204152249
girlish,0.7469879518072289,0.543859649122807,0.7469879518072289,0.6294416243654822
kireime-casual,0.6329113924050633,0.6451612903225806,0.6329113924050633,0.6389776357827476
lolita,0.9371069182389937,0.9197530864197531,0.9371069182389937,0.9283489096573209
mode,0.7547169811320755,0.759493670886076,0.7547169811320755,0.7570977917981072
natural,0.7829457364341085,0.7709923664122137,0.7829457364341085,0.7769230769230769
retro,0.6377952755905512,0.8181818181818182,0.6377952755905512,0.7168141592920354
rock,0.8181818181818182,0.7122302158273381,0.8181818181818182,0.7615384615384615
street,0.8431372549019608,0.7247191011235955,0.8431372549019608,0.7794561933534743
