class,acc,precision,recall,f1
conservative,0.6715328467153284,0.7540983606557377,0.6715328467153284,0.7104247104247104
dressy,0.8731343283582089,0.9669421487603306,0.8731343283582089,0.9176470588235294
ethnic,0.8604651162790697,0.8951612903225806,0.8604651162790697,0.8774703557312253
fairy,0.9583333333333334,0.8313253012048193,0.9583333333333334,0.8903225806451613
feminine,0.71900826446281,0.8613861386138614,0.71900826446281,0.7837837837837838
gal,0.7412587412587412,0.8688524590163934,0.7412587412587412,0.8
girlish,0.6265060240963856,0.5842696629213483,0.6265060240963856,0.6046511627906976
kireime-casual,0.759493670886076,0.6122448979591837,0.759493670886076,0.6779661016949152
lolita,0.8679245283018868,0.9857142857142858,0.8679245283018868,0.9230769230769231
mode,0.7861635220125787,0.8169934640522876,0.7861635220125787,0.8012820512820513
natural,0.8217054263565892,0.7851851851851852,0.8217054263565892,0.803030303030303
retro,0.7401574803149606,0.752,0.7401574803149606,0.746031746031746
rock,0.8934426229508197,0.7414965986394558,0.8934426229508197,0.8104089219330854
street,0.8246753246753247,0.8355263157894737,0.8246753246753247,0.8300653594771242
