class,acc,precision,recall,f1
conservative,0.8405797101449275,0.6987951807228916,0.8405797101449275,0.7631578947368421
dressy,0.9037037037037037,0.9838709677419355,0.9037037037037037,0.9420849420849421
ethnic,0.7596899224806202,0.8596491228070176,0.7596899224806202,0.8065843621399177
fairy,0.9090909090909091,0.9285714285714286,0.9090909090909091,0.9187279151943463
feminine,0.8677685950413223,0.7046979865771812,0.8677685950413223,0.7777777777777778
gal,0.7552447552447552,0.8372093023255814,0.7552447552447552,0.7941176470588235
girlish,0.7048192771084337,0.65,0.7048192771084337,0.6763005780346821
kireime-casual,0.6962025316455697,0.7284768211920529,0.6962025316455697,0.7119741100323624
lolita,0.94375,0.949685534591195,0.94375,0.9467084639498433
mode,0.7924528301886793,0.7974683544303798,0.7924528301886793,0.7949526813880127
natural,0.7751937984496124,0.847457627118644,0.7751937984496124,0.8097165991902834
retro,0.6771653543307087,0.7747747747747747,0.6771653543307087,0.7226890756302521
rock,0.8264462809917356,0.8,0.8264462809917356,0.8130081300813008
street,0.8954248366013072,0.8670886075949367,0.8954248366013072,0.8810289389067524
