seed,source_file,test_macro_f1,test_accuracy,test_loss,best_val_macro_f1,best_val_accuracy,best_val_loss,final_val_macro_f1,final_val_accuracy,final_val_loss,train_val_gap,overfitting_detected,total_epochs,best_epoch,early_stopped,training_time_min,train_size,val_size,test_size
115,/content/drive/MyDrive/data255_revision_1/model/concat/result/real_30seeds_batch2/experiments/seed_115_results.json,0.7718374211952705,0.7718765806777946,0.6004264474876465,0.79175982062777,0.7938352703385548,0.5934357443644155,0.7902023367556313,0.7923193532086913,0.5934357443644155,0.1368187097162058,False,20,18,False,17.555017705758413,9261,1984,1985
120,/content/drive/MyDrive/data255_revision_1/model/concat/result/real_30seeds_batch2/experiments/seed_120_results.json,0.7742871696652268,0.7758707723372035,0.6304989740733178,0.7887058309773692,0.7879249112125825,0.598743446411625,0.7875928067013238,0.786910197869102,0.5988348390786878,0.1454050042244962,False,20,16,False,16.94250398874283,9261,1984,1985
126,/content/drive/MyDrive/data255_revision_1/model/concat/result/real_30seeds_batch2/experiments/seed_126_results.json,0.7992058256405192,0.7987866531850354,0.5942424862615524,0.7773033654904035,0.7773279352226721,0.628694424225438,0.7767811276912651,0.7768218623481782,0.628694424225438,0.09715453031932242,False,20,18,False,17.63299986521403,9261,1984,1985
141,/content/drive/MyDrive/data255_revision_1/model/concat/result/real_30seeds_batch2/experiments/seed_141_results.json,0.7677420339164032,0.7688036345280161,0.6401807718699978,0.7799232079315861,0.7811550151975684,0.6201296756344457,0.7789578714087828,0.7801418439716312,0.6202089579836014,0.10546740267489396,False,20,19,False,17.581707262992857,9261,1984,1985
215,/content/drive/MyDrive/data255_revision_1/model/concat/result/real_30seeds_batch2/experiments/seed_215_results.json,0.7762162309619346,0.7754793138244198,0.6380379651823351,0.7858764242659142,0.7861476238624874,0.6203252490489713,0.7837681005128612,0.7841253791708797,0.6204973560187125,0.11811450496357534,False,20,19,False,17.51992295185725,9261,1984,1985
217,/content/drive/MyDrive/data255_revision_1/model/concat/result/real_30seeds_batch2/experiments/seed_217_results.json,0.7795153000912196,0.7804139323573952,0.6180482285638009,0.7890308956807964,0.7896865520728008,0.6010221891826198,0.7880244898969196,0.788675429726997,0.6011634425770852,0.13287667736522535,False,20,19,False,17.427859795093536,9261,1984,1985
259,/content/drive/MyDrive/data255_revision_1/model/concat/result/real_30seeds_batch2/experiments/seed_259_results.json,0.7725468573359064,0.7733940313606474,0.6378798230040458,0.8117081076081732,0.8118361153262519,0.5636796946487119,0.811146545631477,0.8113302984319676,0.5636796946487119,0.17141228632338013,False,20,19,False,17.59213988383611,9261,1984,1985
280,/content/drive/MyDrive/data255_revision_1/model/concat/result/real_30seeds_batch2/experiments/seed_280_results.json,0.7832919014178226,0.7841253791708797,0.6206231093214404,0.7621310627553004,0.7626518218623481,0.6514283221575522,0.759923835910769,0.7606275303643725,0.6514283221575522,0.09290671133179385,False,20,18,False,17.12441889444987,9261,1984,1985
288,/content/drive/MyDrive/data255_revision_1/model/concat/result/real_30seeds_batch2/experiments/seed_288_results.json,0.7773908636853105,0.7769929364278506,0.6163894572565632,0.7785011021657315,0.7796352583586627,0.6099438201035222,0.7771904146380872,0.7781155015197568,0.6099438201035222,0.11431022479719377,False,20,17,False,17.316838506857554,9261,1984,1985
303,/content/drive/MyDrive/data255_revision_1/model/concat/result/real_30seeds_batch3/experiments/seed_303_results.json,0.781283977892974,0.7812026275896917,0.6071478604309021,0.7852040264327014,0.7865452706120385,0.6183546137425208,0.7852040264327014,0.7865452706120385,0.6185254247919205,0.12213672079975046,False,20,20,False,90.53705375989279,9261,1984,1985
309,/content/drive/MyDrive/data255_revision_1/model/concat/result/real_30seeds_batch3/experiments/seed_309_results.json,0.7880040696255202,0.7892875189489641,0.6082771146489728,0.7864798333403862,0.7874493927125507,0.6196011814378923,0.7832587005828027,0.7834008097165992,0.619618556672527,0.11799203482293186,False,20,17,False,17.724585048357646,9261,1984,1985
328,/content/drive/MyDrive/data255_revision_1/model/concat/result/real_30seeds_batch3/experiments/seed_328_results.json,0.7843706434300162,0.7854618879353862,0.601538356273405,0.7818387517205354,0.7829614604462475,0.6086056890987581,0.7787287166837347,0.7799188640973631,0.6086056890987581,0.16095035993962403,False,20,15,True,17.729762637615202,9261,1984,1985
333,/content/drive/MyDrive/data255_revision_1/model/concat/result/real_30seeds_batch3/experiments/seed_333_results.json,0.77972710273754,0.7818825910931174,0.624875063377042,0.766541700130753,0.7670540677109652,0.6364596197682042,0.7644298571570852,0.7650328448711471,0.6364596197682042,0.10389224351457038,False,20,18,False,17.393664002418518,9261,1984,1985
347,/content/drive/MyDrive/data255_revision_1/model/concat/result/real_30seeds_batch3/experiments/seed_347_results.json,0.7742960485821593,0.7746835443037975,0.6161659864648696,0.7842065785903837,0.7841253791708797,0.6043007498787295,0.781421664727435,0.78159757330637,0.6043007498787295,0.13335776213610173,False,20,17,False,18.07271192073822,9261,1984,1985
360,/content/drive/MyDrive/data255_revision_1/model/concat/result/real_30seeds_batch3/experiments/seed_360_results.json,0.7663365694307455,0.767983789260385,0.6463996383451647,0.7827927323351881,0.7828282828282829,0.6129660894793849,0.7818235629915576,0.7818181818181819,0.6134981299119611,0.12806075072232626,False,20,19,False,17.889935406049094,9261,1984,1985
367,/content/drive/MyDrive/data255_revision_1/model/concat/result/real_30seeds_batch3/experiments/seed_367_results.json,0.7789502945566655,0.7790697674418605,0.6180832890733596,0.7739087096520522,0.7742424242424243,0.6215380521551255,0.7669534757831543,0.7681818181818182,0.6215380521551255,0.12148281637313496,False,20,16,False,17.07742351690928,9261,1984,1985
378,/content/drive/MyDrive/data255_revision_1/model/concat/result/real_30seeds_batch3/experiments/seed_378_results.json,0.7795948193493418,0.780253164556962,0.6440004249734264,0.7845647378648101,0.7861476238624874,0.614839717745781,0.7845647378648101,0.7861476238624874,0.614839717745781,0.12415740610612713,False,20,20,False,18.12538301150004,9261,1984,1985
380,/content/drive/MyDrive/data255_revision_1/model/concat/result/real_30seeds_batch3/experiments/seed_380_results.json,0.7872618671900911,0.7884906612821807,0.5945407272346558,0.7725259780290986,0.7725430597771024,0.6459021582718818,0.7710425297848931,0.7710233029381965,0.6459021582718818,0.06936644353009935,False,20,19,False,18.050873959064482,9261,1984,1985
457,/content/drive/MyDrive/data255_revision_1/model/concat/result/real_30seeds_batch3/experiments/seed_457_results.json,0.7745194542552724,0.776428932726353,0.618754707997845,0.7876370351013504,0.7882769075290551,0.6191654008242392,0.7861865349254952,0.7867609903991916,0.6191654008242392,0.10410874619130273,False,20,17,False,17.779563947518668,9261,1984,1985
