class,acc,precision,recall,f1
conservative,0.7753623188405797,0.7181208053691275,0.7753623188405797,0.7456445993031359
dressy,0.9477611940298507,0.9548872180451128,0.9477611940298507,0.951310861423221
ethnic,0.8527131782945736,0.8527131782945736,0.8527131782945736,0.8527131782945736
fairy,0.9440559440559441,0.9121621621621622,0.9440559440559441,0.9278350515463918
feminine,0.7272727272727273,0.822429906542056,0.7272727272727273,0.7719298245614035
gal,0.8741258741258742,0.7142857142857143,0.8741258741258742,0.7861635220125787
girlish,0.6024096385542169,0.6802721088435374,0.6024096385542169,0.6389776357827476
kireime-casual,0.620253164556962,0.6712328767123288,0.620253164556962,0.6447368421052632
lolita,0.9125,0.9931972789115646,0.9125,0.9511400651465798
mode,0.8176100628930818,0.7514450867052023,0.8176100628930818,0.7831325301204819
natural,0.7286821705426356,0.8245614035087719,0.7286821705426356,0.7736625514403292
retro,0.7086614173228346,0.703125,0.7086614173228346,0.7058823529411765
rock,0.8429752066115702,0.7445255474452555,0.8429752066115702,0.7906976744186046
street,0.8441558441558441,0.87248322147651,0.8441558441558441,0.858085808580858
