class,acc,precision,recall,f1
conservative,0.6204379562043796,0.7870370370370371,0.6204379562043796,0.6938775510204082
dressy,0.9407407407407408,0.9769230769230769,0.9407407407407408,0.9584905660377359
ethnic,0.8527131782945736,0.859375,0.8527131782945736,0.8560311284046692
fairy,0.9300699300699301,0.9708029197080292,0.9300699300699301,0.95
feminine,0.6859504132231405,0.7980769230769231,0.6859504132231405,0.7377777777777778
gal,0.7762237762237763,0.8345864661654135,0.7762237762237763,0.8043478260869565
girlish,0.6144578313253012,0.6181818181818182,0.6144578313253012,0.6163141993957704
kireime-casual,0.6962025316455697,0.6077348066298343,0.6962025316455697,0.6489675516224189
lolita,1.0,0.9408284023668639,1.0,0.9695121951219512
mode,0.8050314465408805,0.7619047619047619,0.8050314465408805,0.7828746177370031
natural,0.813953488372093,0.7835820895522388,0.813953488372093,0.7984790874524715
retro,0.8267716535433071,0.6,0.8267716535433071,0.695364238410596
rock,0.8032786885245902,0.875,0.8032786885245902,0.8376068376068376
street,0.7857142857142857,0.8768115942028986,0.7857142857142857,0.8287671232876712
