seed,setting,mean_confidence,accuracy,n_samples,confidence_drop_vs_full
72,full,0.885677161133133,0.8264379414732593,1982,0.0
72,remove_text,0.27630249910830973,0.07265388496468214,1982,0.6093746620248233
72,remove_image,0.2977826208643066,0.11907164480322906,1982,0.5878945402688264
