class,acc,precision,recall,f1
conservative,0.8102189781021898,0.7655172413793103,0.8102189781021898,0.7872340425531915
dressy,0.9029850746268657,0.9918032786885246,0.9029850746268657,0.9453125
ethnic,0.8527131782945736,0.9243697478991597,0.8527131782945736,0.8870967741935484
fairy,0.9861111111111112,0.8987341772151899,0.9861111111111112,0.9403973509933775
feminine,0.7272727272727273,0.6717557251908397,0.7272727272727273,0.6984126984126984
gal,0.7132867132867133,0.8429752066115702,0.7132867132867133,0.7727272727272727
girlish,0.7771084337349398,0.589041095890411,0.7771084337349398,0.6701298701298701
kireime-casual,0.6772151898734177,0.6993464052287581,0.6772151898734177,0.6881028938906752
lolita,0.9245283018867925,0.9865771812080537,0.9245283018867925,0.9545454545454546
mode,0.8427672955974843,0.8427672955974843,0.8427672955974843,0.8427672955974843
natural,0.7829457364341085,0.8015873015873016,0.7829457364341085,0.792156862745098
retro,0.7244094488188977,0.7666666666666667,0.7244094488188977,0.7449392712550608
rock,0.8114754098360656,0.908256880733945,0.8114754098360656,0.8571428571428571
street,0.8896103896103896,0.9072847682119205,0.8896103896103896,0.898360655737705
