class,acc,precision,recall,f1
conservative,0.7956204379562044,0.6193181818181818,0.7956204379562044,0.6964856230031949
dressy,0.9776119402985075,0.8675496688741722,0.9776119402985075,0.9192982456140351
ethnic,0.813953488372093,0.8898305084745762,0.813953488372093,0.8502024291497976
fairy,0.9652777777777778,0.86875,0.9652777777777778,0.9144736842105263
feminine,0.6942148760330579,0.7241379310344828,0.6942148760330579,0.7088607594936709
gal,0.7902097902097902,0.7687074829931972,0.7902097902097902,0.7793103448275862
girlish,0.6265060240963856,0.697986577181208,0.6265060240963856,0.6603174603174603
kireime-casual,0.6645569620253164,0.6402439024390244,0.6645569620253164,0.6521739130434783
lolita,0.93125,0.9551282051282052,0.93125,0.9430379746835443
mode,0.7295597484276729,0.7733333333333333,0.7295597484276729,0.7508090614886731
natural,0.7131782945736435,0.8598130841121495,0.7131782945736435,0.7796610169491526
retro,0.5826771653543307,0.7708333333333334,0.5826771653543307,0.6636771300448431
rock,0.8442622950819673,0.7304964539007093,0.8442622950819673,0.7832699619771863
street,0.8169934640522876,0.8278145695364238,0.8169934640522876,0.8223684210526315
