class,acc,precision,recall,f1
conservative,0.7591240875912408,0.7703703703703704,0.7591240875912408,0.7647058823529411
dressy,0.9703703703703703,0.9703703703703703,0.9703703703703703,0.9703703703703703
ethnic,0.8449612403100775,0.8320610687022901,0.8449612403100775,0.8384615384615385
fairy,0.9440559440559441,0.9121621621621622,0.9440559440559441,0.9278350515463918
feminine,0.859504132231405,0.7536231884057971,0.859504132231405,0.803088803088803
gal,0.7832167832167832,0.8888888888888888,0.7832167832167832,0.8327137546468402
girlish,0.572289156626506,0.6506849315068494,0.572289156626506,0.6089743589743589
kireime-casual,0.6645569620253164,0.6818181818181818,0.6645569620253164,0.6730769230769231
lolita,0.93125,0.9612903225806452,0.93125,0.946031746031746
mode,0.8490566037735849,0.7803468208092486,0.8490566037735849,0.8132530120481928
natural,0.813953488372093,0.7142857142857143,0.813953488372093,0.7608695652173914
retro,0.7716535433070866,0.7596899224806202,0.7716535433070866,0.765625
rock,0.6859504132231405,0.8383838383838383,0.6859504132231405,0.7545454545454545
street,0.8766233766233766,0.8132530120481928,0.8766233766233766,0.84375
