class,acc,precision,recall,f1
conservative,0.7226277372262774,0.7333333333333333,0.7226277372262774,0.7279411764705882
dressy,0.9185185185185185,1.0,0.9185185185185185,0.9575289575289575
ethnic,0.8294573643410853,0.9224137931034483,0.8294573643410853,0.8734693877551021
fairy,0.9230769230769231,0.9295774647887324,0.9230769230769231,0.9263157894736842
feminine,0.768595041322314,0.8157894736842105,0.768595041322314,0.7914893617021277
gal,0.7692307692307693,0.8870967741935484,0.7692307692307693,0.8239700374531835
girlish,0.8072289156626506,0.6036036036036037,0.8072289156626506,0.6907216494845361
kireime-casual,0.6518987341772152,0.64375,0.6518987341772152,0.6477987421383647
lolita,0.9748427672955975,0.950920245398773,0.9748427672955975,0.9627329192546584
mode,0.7987421383647799,0.7559523809523809,0.7987421383647799,0.7767584097859327
natural,0.751937984496124,0.8508771929824561,0.751937984496124,0.7983539094650206
retro,0.7716535433070866,0.8448275862068966,0.7716535433070866,0.8065843621399177
rock,0.7377049180327869,0.782608695652174,0.7377049180327869,0.759493670886076
street,0.8831168831168831,0.8047337278106509,0.8831168831168831,0.8421052631578947
