seed,setting,mean_confidence,accuracy,n_samples,confidence_drop_vs_full
17,full,0.8943124240495482,0.830978809283552,1982,0.0
17,remove_text,0.38445224019761765,0.08022199798183653,1982,0.5098601838519305
17,remove_image,0.362783045899856,0.14581231079717458,1982,0.5315293781496923
