class,acc,precision,recall,f1
conservative,0.708029197080292,0.7185185185185186,0.708029197080292,0.7132352941176471
dressy,0.9552238805970149,0.9696969696969697,0.9552238805970149,0.9624060150375939
ethnic,0.8449612403100775,0.8861788617886179,0.8449612403100775,0.8650793650793651
fairy,0.9583333333333334,0.9387755102040817,0.9583333333333334,0.9484536082474226
feminine,0.7520661157024794,0.7913043478260869,0.7520661157024794,0.7711864406779662
gal,0.7412587412587412,0.8688524590163934,0.7412587412587412,0.8
girlish,0.6445783132530121,0.601123595505618,0.6445783132530121,0.622093023255814
kireime-casual,0.759493670886076,0.6091370558375635,0.759493670886076,0.676056338028169
lolita,0.89375,0.9862068965517241,0.89375,0.9377049180327869
mode,0.7924528301886793,0.7974683544303798,0.7924528301886793,0.7949526813880127
natural,0.7984496124031008,0.8046875,0.7984496124031008,0.8015564202334631
retro,0.7795275590551181,0.8048780487804879,0.7795275590551181,0.792
rock,0.8114754098360656,0.7983870967741935,0.8114754098360656,0.8048780487804879
street,0.8758169934640523,0.864516129032258,0.8758169934640523,0.8701298701298701
