class,acc,precision,recall,f1
conservative,0.782608695652174,0.6585365853658537,0.782608695652174,0.7152317880794702
dressy,0.9626865671641791,0.9485294117647058,0.9626865671641791,0.9555555555555556
ethnic,0.8604651162790697,0.8283582089552238,0.8604651162790697,0.844106463878327
fairy,0.9097222222222222,0.9225352112676056,0.9097222222222222,0.916083916083916
feminine,0.743801652892562,0.782608695652174,0.743801652892562,0.7627118644067796
gal,0.8111888111888111,0.8467153284671532,0.8111888111888111,0.8285714285714286
girlish,0.5903614457831325,0.5833333333333334,0.5903614457831325,0.5868263473053892
kireime-casual,0.6329113924050633,0.6944444444444444,0.6329113924050633,0.6622516556291391
lolita,0.93125,0.9430379746835443,0.93125,0.9371069182389937
mode,0.7735849056603774,0.7454545454545455,0.7735849056603774,0.7592592592592593
natural,0.6976744186046512,0.8653846153846154,0.6976744186046512,0.7725321888412017
retro,0.7716535433070866,0.6853146853146853,0.7716535433070866,0.725925925925926
rock,0.7272727272727273,0.8,0.7272727272727273,0.7619047619047619
street,0.8496732026143791,0.8024691358024691,0.8496732026143791,0.8253968253968254
