class,acc,precision,recall,f1
conservative,0.8321167883211679,0.6627906976744186,0.8321167883211679,0.7378640776699029
dressy,0.8962962962962963,0.9918032786885246,0.8962962962962963,0.9416342412451362
ethnic,0.9147286821705426,0.9076923076923077,0.9147286821705426,0.9111969111969112
fairy,1.0,0.8135593220338984,1.0,0.897196261682243
feminine,0.6033057851239669,0.7448979591836735,0.6033057851239669,0.6666666666666666
gal,0.7202797202797203,0.7984496124031008,0.7202797202797203,0.7573529411764706
girlish,0.6144578313253012,0.6496815286624203,0.6144578313253012,0.631578947368421
kireime-casual,0.6582278481012658,0.6842105263157895,0.6582278481012658,0.6709677419354839
lolita,0.9622641509433962,0.9807692307692307,0.9622641509433962,0.9714285714285714
mode,0.6477987421383647,0.8174603174603174,0.6477987421383647,0.7228070175438597
natural,0.7751937984496124,0.8,0.7751937984496124,0.7874015748031497
retro,0.7716535433070866,0.7716535433070866,0.7716535433070866,0.7716535433070866
rock,0.9098360655737705,0.7350993377483444,0.9098360655737705,0.8131868131868132
street,0.8627450980392157,0.825,0.8627450980392157,0.8434504792332268
