class,acc,precision,recall,f1
conservative,0.7101449275362319,0.7596899224806202,0.7101449275362319,0.7340823970037453
dressy,0.9104477611940298,0.976,0.9104477611940298,0.9420849420849421
ethnic,0.7829457364341085,0.9528301886792453,0.7829457364341085,0.8595744680851064
fairy,0.9583333333333334,0.9078947368421053,0.9583333333333334,0.9324324324324325
feminine,0.7355371900826446,0.8090909090909091,0.7355371900826446,0.7705627705627706
gal,0.7412587412587412,0.7737226277372263,0.7412587412587412,0.7571428571428571
girlish,0.7048192771084337,0.5879396984924623,0.7048192771084337,0.6410958904109589
kireime-casual,0.5506329113924051,0.7372881355932204,0.5506329113924051,0.6304347826086957
lolita,0.9622641509433962,0.9216867469879518,0.9622641509433962,0.9415384615384615
mode,0.8616352201257862,0.6748768472906403,0.8616352201257862,0.7569060773480663
natural,0.8837209302325582,0.7354838709677419,0.8837209302325582,0.8028169014084507
retro,0.7480314960629921,0.7916666666666666,0.7480314960629921,0.7692307692307693
rock,0.6198347107438017,0.8426966292134831,0.6198347107438017,0.7142857142857143
street,0.8636363636363636,0.7687861271676301,0.8636363636363636,0.8134556574923547
