class,acc,precision,recall,f1
conservative,0.717391304347826,0.7388059701492538,0.717391304347826,0.7279411764705882
dressy,0.9253731343283582,0.9841269841269841,0.9253731343283582,0.9538461538461539
ethnic,0.8682170542635659,0.8682170542635659,0.8682170542635659,0.8682170542635659
fairy,0.9370629370629371,0.9305555555555556,0.9370629370629371,0.9337979094076655
feminine,0.7520661157024794,0.7583333333333333,0.7520661157024794,0.7551867219917012
gal,0.7762237762237763,0.8102189781021898,0.7762237762237763,0.7928571428571428
girlish,0.6445783132530121,0.656441717791411,0.6445783132530121,0.6504559270516718
kireime-casual,0.7088607594936709,0.6787878787878788,0.7088607594936709,0.6934984520123839
lolita,0.94375,0.937888198757764,0.94375,0.940809968847352
mode,0.8176100628930818,0.7738095238095238,0.8176100628930818,0.7951070336391437
natural,0.7829457364341085,0.8632478632478633,0.7829457364341085,0.8211382113821138
retro,0.8346456692913385,0.6424242424242425,0.8346456692913385,0.726027397260274
rock,0.7295081967213115,0.9175257731958762,0.7295081967213115,0.8127853881278538
street,0.8366013071895425,0.8205128205128205,0.8366013071895425,0.8284789644012945
