seed,setting,mean_confidence,accuracy,n_samples,confidence_drop_vs_full
58,full,0.9023411876468437,0.8118062563067608,1982,0.0
58,remove_text,0.31696483288355,0.06104944500504541,1982,0.5853763547632937
58,remove_image,0.7788678249635562,0.06508577194752775,1982,0.12347336268328746
