metric,mean,std
i2t_recall@1,0.24804910864446683,0.008934299871023848
i2t_recall@5,0.49566094853683146,0.009778725739374343
i2t_recall@10,0.6092330978809282,0.009907303710286848
t2i_recall@1,0.1990245543222334,0.010839007622012505
t2i_recall@5,0.40630676084762857,0.013906272761842267
t2i_recall@10,0.5141944164143963,0.012464462906154886
