class,acc,precision,recall,f1
conservative,0.6934306569343066,0.811965811965812,0.6934306569343066,0.7480314960629921
dressy,0.9481481481481482,0.9696969696969697,0.9481481481481482,0.9588014981273408
ethnic,0.9224806201550387,0.85,0.9224806201550387,0.8847583643122676
fairy,0.9305555555555556,0.9710144927536232,0.9305555555555556,0.950354609929078
feminine,0.7107438016528925,0.7350427350427351,0.7107438016528925,0.7226890756302521
gal,0.8811188811188811,0.7241379310344828,0.8811188811188811,0.7949526813880127
girlish,0.6265060240963856,0.611764705882353,0.6265060240963856,0.6190476190476191
kireime-casual,0.759493670886076,0.6857142857142857,0.759493670886076,0.7207207207207207
lolita,0.98125,0.9751552795031055,0.98125,0.9781931464174455
mode,0.7987421383647799,0.7839506172839507,0.7987421383647799,0.7912772585669782
natural,0.8062015503875969,0.8524590163934426,0.8062015503875969,0.8286852589641435
retro,0.7322834645669292,0.8773584905660378,0.7322834645669292,0.7982832618025751
rock,0.7603305785123967,0.9019607843137255,0.7603305785123967,0.8251121076233184
street,0.9215686274509803,0.8493975903614458,0.9215686274509803,0.8840125391849529
