seed,setting,mean_confidence,accuracy,n_samples,confidence_drop_vs_full
53,full,0.8878261035780012,0.8350151362260343,1982,0.0
53,remove_text,0.5395376098264238,0.0681130171543895,1982,0.34828849375157733
53,remove_image,0.3546692902254228,0.17658930373360243,1982,0.5331568133525784
