class,acc,precision,recall,f1
conservative,0.6739130434782609,0.7948717948717948,0.6739130434782609,0.7294117647058823
dressy,0.9555555555555556,0.9626865671641791,0.9555555555555556,0.9591078066914498
ethnic,0.937984496124031,0.8832116788321168,0.937984496124031,0.9097744360902256
fairy,0.958041958041958,0.9013157894736842,0.958041958041958,0.9288135593220339
feminine,0.6942148760330579,0.84,0.6942148760330579,0.7601809954751131
gal,0.8601398601398601,0.9044117647058824,0.8601398601398601,0.8817204301075269
girlish,0.7530120481927711,0.6377551020408163,0.7530120481927711,0.6906077348066298
kireime-casual,0.8037974683544303,0.6512820512820513,0.8037974683544303,0.7195467422096318
lolita,0.9056603773584906,0.9795918367346939,0.9056603773584906,0.9411764705882353
mode,0.6981132075471698,0.8951612903225806,0.6981132075471698,0.784452296819788
natural,0.8682170542635659,0.8818897637795275,0.8682170542635659,0.875
retro,0.8188976377952756,0.7938931297709924,0.8188976377952756,0.8062015503875969
rock,0.859504132231405,0.8125,0.859504132231405,0.8353413654618473
street,0.8571428571428571,0.8354430379746836,0.8571428571428571,0.8461538461538461
