class,acc,precision,recall,f1
conservative,0.8115942028985508,0.6153846153846154,0.8115942028985508,0.7
dressy,0.9629629629629629,0.9701492537313433,0.9629629629629629,0.966542750929368
ethnic,0.7751937984496124,0.9090909090909091,0.7751937984496124,0.8368200836820083
fairy,0.9230769230769231,0.9777777777777777,0.9230769230769231,0.9496402877697842
feminine,0.7768595041322314,0.8468468468468469,0.7768595041322314,0.8103448275862069
gal,0.7412587412587412,0.8091603053435115,0.7412587412587412,0.7737226277372263
girlish,0.6626506024096386,0.6918238993710691,0.6626506024096386,0.676923076923077
kireime-casual,0.6772151898734177,0.6369047619047619,0.6772151898734177,0.656441717791411
lolita,0.9625,0.9625,0.9625,0.9625
mode,0.8616352201257862,0.7287234042553191,0.8616352201257862,0.7896253602305475
natural,0.6976744186046512,0.7894736842105263,0.6976744186046512,0.7407407407407407
retro,0.7637795275590551,0.776,0.7637795275590551,0.7698412698412699
rock,0.7768595041322314,0.8468468468468469,0.7768595041322314,0.8103448275862069
street,0.8431372549019608,0.8376623376623377,0.8431372549019608,0.8403908794788274
