metric,mean,std
i2t_recall@1,0.3431979695431472,0.008052101291857941
i2t_recall@5,0.6188155668358715,0.009720896858372498
i2t_recall@10,0.7239932318104906,0.009766734322237753
t2i_recall@1,0.20583756345177667,0.009198654927531538
t2i_recall@5,0.4247377326565144,0.007783712199248766
t2i_recall@10,0.5363620981387479,0.009328215910433025
