class,acc,precision,recall,f1
conservative,0.6956521739130435,0.7384615384615385,0.6956521739130435,0.7164179104477612
dressy,0.9253731343283582,0.992,0.9253731343283582,0.9575289575289575
ethnic,0.8914728682170543,0.8098591549295775,0.8914728682170543,0.8487084870848709
fairy,0.986013986013986,0.88125,0.986013986013986,0.9306930693069307
feminine,0.6528925619834711,0.8229166666666666,0.6528925619834711,0.728110599078341
gal,0.8531468531468531,0.7577639751552795,0.8531468531468531,0.8026315789473685
girlish,0.6867469879518072,0.6745562130177515,0.6867469879518072,0.6805970149253732
kireime-casual,0.7025316455696202,0.7025316455696202,0.7025316455696202,0.7025316455696202
lolita,0.925,0.9801324503311258,0.925,0.9517684887459807
mode,0.8301886792452831,0.7213114754098361,0.8301886792452831,0.7719298245614035
natural,0.689922480620155,0.8811881188118812,0.689922480620155,0.7739130434782608
retro,0.6929133858267716,0.7394957983193278,0.6929133858267716,0.7154471544715447
rock,0.8925619834710744,0.7714285714285715,0.8925619834710744,0.8275862068965517
street,0.8506493506493507,0.891156462585034,0.8506493506493507,0.8704318936877077
