merge_key,style,blip_itm_score
dataset/mode/mode_994.jpg,mode,0.9922849
dataset/lolita/lolita_869.jpg,lolita,0.6392249
dataset/fairy/fairy_610.jpg,fairy,0.99858874
dataset/kireime-casual/kireime-casual_245.jpg,kireime-casual,0.99832493
dataset/feminine/feminine_39.png,feminine,0.9012956
dataset/girlish/girlish_1047.png,girlish,0.9986557
dataset/kireime-casual/kireime-casual_972.jpg,kireime-casual,0.14817561
dataset/street/street_137.jpg,street,0.9996087
dataset/street/street_645.jpg,street,0.99908066
dataset/fairy/fairy_601.jpg,fairy,0.9954674
dataset/natural/natural_169.jpg,natural,0.9682091
dataset/dressy/dressy_43.jpg,dressy,0.99970645
dataset/mode/mode_607.jpg,mode,0.12883331
dataset/girlish/girlish_1103.jpeg,girlish,0.99709284
dataset/feminine/feminine_563.jpg,feminine,0.9997422
dataset/girlish/girlish_383.jpg,girlish,0.9998472
dataset/mode/mode_741.jpg,mode,0.7406032
dataset/street/street_534.jpg,street,0.9999045
dataset/fairy/fairy_173.jpg,fairy,0.96870273
dataset/feminine/feminine_568.jpg,feminine,0.9984817
dataset/lolita/lolita_324.jpg,lolita,0.9885512
dataset/lolita/lolita_299.jpg,lolita,0.7714196
dataset/fairy/fairy_210.jpg,fairy,0.99947685
dataset/retro/retro_726.jpeg,retro,0.9997533
dataset/conservative/conservative_871.jpg,conservative,0.9975243
dataset/natural/natural_35.jpeg,natural,0.97630286
dataset/retro/retro_792.jpg,retro,0.9998683
dataset/natural/natural_666.jpg,natural,0.99261016
dataset/feminine/feminine_504.jpg,feminine,0.99922776
dataset/mode/mode_591.jpg,mode,0.98428786
dataset/dressy/dressy_556.jpg,dressy,0.9986142
dataset/gal/gal_249.jpg,gal,0.66607314
dataset/dressy/dressy_259.jpg,dressy,0.99043465
dataset/dressy/dressy_104.jpg,dressy,0.6272687
dataset/street/street_635.jpg,street,0.9997012
dataset/mode/mode_989.jpg,mode,0.976294
dataset/rock/rock_662.jpg,rock,0.99261475
dataset/lolita/lolita_657.jpg,lolita,0.99800116
dataset/street/street_839.jpg,street,0.97286654
dataset/retro/retro_331.jpg,retro,0.99931717
dataset/kireime-casual/kireime-casual_458.jpg,kireime-casual,0.9380905
dataset/dressy/dressy_288.jpg,dressy,0.89024776
dataset/mode/mode_991.jpg,mode,0.96706545
dataset/girlish/girlish_228.jpg,girlish,0.74826735
dataset/gal/gal_247.jpg,gal,0.99497825
dataset/kireime-casual/kireime-casual_879.jpg,kireime-casual,0.99614406
dataset/retro/retro_760.jpg,retro,0.9982665
dataset/gal/gal_491.jpg,gal,0.9997024
dataset/dressy/dressy_310.jpg,dressy,0.91955537
dataset/conservative/conservative_381.jpg,conservative,0.9996946
dataset/street/street_757.jpg,street,0.9999304
dataset/kireime-casual/kireime-casual_348.jpg,kireime-casual,0.97765326
dataset/street/street_1011.jpg,street,0.98475224
dataset/natural/natural_515.jpg,natural,0.99670285
dataset/street/street_315.jpg,street,0.9998323
dataset/lolita/lolita_167.jpg,lolita,0.99581736
dataset/fairy/fairy_451.jpg,fairy,0.99854517
dataset/natural/natural_839.jpg,natural,0.99514115
dataset/lolita/lolita_351.jpg,lolita,0.99979633
dataset/fairy/fairy_934.jpg,fairy,0.9872722
dataset/dressy/dressy_837.jpg,dressy,0.9840636
