merge_key,style,blip_itm_score
dataset/conservative/conservative_478.jpg,conservative,0.8694991
dataset/natural/natural_359.jpeg,natural,0.91274506
dataset/natural/natural_666.jpg,natural,0.99261016
dataset/dressy/dressy_739.jpg,dressy,0.9989083
dataset/natural/natural_638.jpg,natural,0.9990594
dataset/ethnic/ethnic_343.jpg,ethnic,0.9948915
dataset/gal/gal_5.jpg,gal,0.95047283
dataset/girlish/girlish_458.jpg,girlish,0.8450535
dataset/fairy/fairy_947.jpg,fairy,0.99977857
dataset/girlish/girlish_1032.jpg,girlish,0.8635525
dataset/street/street_550.jpg,street,0.9955591
dataset/fairy/fairy_389.jpg,fairy,0.987473
dataset/kireime-casual/kireime-casual_63.jpg,kireime-casual,0.91350037
dataset/natural/natural_50.jpg,natural,0.974313
dataset/gal/gal_232.jpg,gal,0.99034405
dataset/natural/natural_675.jpeg,natural,0.9996295
dataset/dressy/dressy_471.jpg,dressy,0.99870074
dataset/street/street_962.jpg,street,0.96633506
dataset/mode/mode_723.jpg,mode,0.99041593
dataset/street/street_768.jpg,street,0.73808694
dataset/ethnic/ethnic_375.jpg,ethnic,0.9891187
dataset/feminine/feminine_592.jpg,feminine,0.86064553
dataset/kireime-casual/kireime-casual_583.jpg,kireime-casual,0.9849253
dataset/girlish/girlish_1046.jpg,girlish,0.98895395
dataset/fairy/fairy_206.jpg,fairy,0.9515089
dataset/gal/gal_646.jpg,gal,0.99906176
dataset/conservative/conservative_870.jpg,conservative,0.9267666
dataset/gal/gal_84.jpg,gal,0.9984754
dataset/feminine/feminine_390.jpg,feminine,0.997569
dataset/girlish/girlish_462.jpg,girlish,0.99746215
dataset/conservative/conservative_466.jpg,conservative,0.9904855
dataset/feminine/feminine_292.jpg,feminine,0.99965703
dataset/fairy/fairy_928.png,fairy,0.95957744
dataset/conservative/conservative_39.jpg,conservative,0.97631806
dataset/dressy/dressy_695.jpg,dressy,0.9006981
dataset/gal/gal_222.jpg,gal,0.98646575
dataset/girlish/girlish_133.jpg,girlish,0.6559098
dataset/girlish/girlish_922.jpg,girlish,0.99962497
dataset/kireime-casual/kireime-casual_1040.jpeg,kireime-casual,0.97546196
dataset/gal/gal_569.jpg,gal,0.9942756
dataset/conservative/conservative_782.jpg,conservative,0.9977035
dataset/natural/natural_207.jpg,natural,0.99709475
dataset/fairy/fairy_754.jpg,fairy,0.99785334
dataset/ethnic/ethnic_622.jpg,ethnic,0.9989843
dataset/conservative/conservative_335.jpeg,conservative,0.98547363
dataset/conservative/conservative_411.jpg,conservative,0.99869543
dataset/natural/natural_419.jpg,natural,0.91340625
dataset/mode/mode_503.jpg,mode,0.87071025
dataset/feminine/feminine_632.jpg,feminine,0.94414514
dataset/dressy/dressy_717.jpg,dressy,0.9977648
dataset/mode/mode_404.jpg,mode,0.9849125
dataset/mode/mode_495.jpg,mode,0.99958116
dataset/rock/rock_244.jpg,rock,0.99666256
dataset/ethnic/ethnic_125.jpg,ethnic,0.99832994
dataset/rock/rock_54.jpg,rock,0.9998499
dataset/gal/gal_278.jpg,gal,0.9983479
dataset/conservative/conservative_45.jpg,conservative,0.98177046
dataset/conservative/conservative_369.jpg,conservative,0.9983816
dataset/mode/mode_4.jpg,mode,0.9945692
dataset/girlish/girlish_726.jpg,girlish,0.9545919
dataset/ethnic/ethnic_430.jpg,ethnic,0.8594259
dataset/ethnic/ethnic_59.jpg,ethnic,0.8820419
dataset/fairy/fairy_312.jpg,fairy,0.93449706
dataset/street/street_49.jpg,street,0.7860055
dataset/gal/gal_302.jpg,gal,0.97076875
dataset/retro/retro_49.jpg,retro,0.99946874
dataset/street/street_802.jpg,street,0.9982116
dataset/rock/rock_768.jpg,rock,0.99851924
dataset/natural/natural_843.jpg,natural,0.994338
dataset/dressy/dressy_766.jpg,dressy,0.9933302
dataset/dressy/dressy_213.jpg,dressy,0.5915505
dataset/gal/gal_358.jpg,gal,0.7070695
dataset/retro/retro_192.jpg,retro,0.99908435
dataset/gal/gal_701.jpg,gal,0.99767584
dataset/kireime-casual/kireime-casual_212.png,kireime-casual,0.99942446
dataset/kireime-casual/kireime-casual_826.png,kireime-casual,0.9973349
dataset/girlish/girlish_225.jpg,girlish,0.9228999
