merge_key,style,blip_itm_score
dataset2/conservative/cb68d84105f3e9584e7ce6144a6d3ef3.jpg,conservative,0.9993063
dataset2/kireime-casual/card_58a5fdb2d5245e88098f513d7ec449da.png,kireime-casual,0.9858271
dataset2/street/IMG_1478.JPG,street,0.9985403
dataset2/kireime-casual/20140427211806611_500.jpg,kireime-casual,0.9881522
dataset2/conservative/3f77b2d0c1c346064034de6381a2ee04_1280x1280_w.jpg,conservative,0.9972338
dataset2/feminine/o0400044612820803713.jpg,feminine,0.9992749
dataset2/street/new-york-urban-fashion-tumblr-8520159371-d308665281-z.jpg,street,0.99992454
dataset2/feminine/98c7b39765291fb1741b9199bb84ff66--urban-fashion-google.jpg,feminine,0.9943356
dataset2/lolita/f5782e38d52b61.jpg,lolita,0.99528813
dataset2/conservative/lrp120821 001.jpg,conservative,0.99463487
dataset2/mode/80e22eb8d625c6b75275a5fbdb53c08f.jpg,mode,0.9974279
dataset2/fairy/67bccaa9d37c048246552ba66a203606.jpg,fairy,0.96392584
dataset2/dressy/16591921_th.jpg,dressy,0.9998406
dataset2/feminine/0012512838_m.jpg,feminine,0.9889815
dataset2/dressy/7ee4ddbdfdb56a06b3ec79f3fae6f201.jpg,dressy,0.99459887
dataset2/kireime-casual/7bb3f_1481_42123e19356d7060a538e9475b996281.jpg,kireime-casual,0.99914193
dataset2/dressy/cd10ba.jpg,dressy,0.99488986
dataset2/girlish/05899689777659377c7a2f767ec60795-e1432612958630.jpg,girlish,0.99931407
dataset2/street/63a78d624c5f96c0b2a071a43ab68cc1.jpg,street,0.27108636
dataset2/feminine/attachment00_26.jpg,feminine,0.9557379
dataset2/kireime-casual/style2_photo.jpg,kireime-casual,0.9998223
dataset2/gal/0115a01f.jpg,gal,0.999551
dataset2/kireime-casual/08a43166c78cb472d532f909e89d06be.jpg,kireime-casual,0.9978922
dataset2/mode/20million-fragments-2016-12-630x840.jpg,mode,0.99960667
dataset2/conservative/01_001.jpg,conservative,0.99756193
dataset2/conservative/CuiVn5fUsAECa5v.jpg,conservative,0.985784
dataset2/fairy/a0391538a72734b1a2b046260c6e4f9e.jpg,fairy,0.99618834
dataset2/lolita/20160703141808350_276.jpg,lolita,0.9982028
dataset2/street/0c904d5a201e8bd2267277e607ec8826f.jpg,street,0.9981536
dataset2/ethnic/20141118135147235_276.jpg,ethnic,0.99956745
dataset2/retro/IMG_2276.jpg,retro,0.9297977
dataset2/natural/2017_02.jpg,natural,0.9954282
dataset2/lolita/20151217233437092_276.jpg,lolita,0.10302676
dataset2/retro/o3-0808.jpg.pagespeed.ce.GplDMBHulX.jpg,retro,0.99979144
dataset2/gal/20150324115306270_500.jpg,gal,0.9980405
dataset2/kireime-casual/fa37f2e4-bfc9-45ff-8f7b-40aabc22383d.jpg,kireime-casual,0.9858548
dataset2/kireime-casual/1479187558993.jpg,kireime-casual,0.9874751
dataset2/fairy/83cb39f8b1fd157d9a35f81eb84a169a.jpg,fairy,0.9997861
dataset2/kireime-casual/20151231003954949_500.jpg,kireime-casual,0.99916804
dataset2/mode/Leather-Pants-Outfits-Ideas-17.jpg,mode,0.9993426
dataset2/kireime-casual/0152_02.png,kireime-casual,0.99973613
dataset2/dressy/o0800129513496506137.jpg,dressy,0.99928087
dataset2/mode/e50e8f2f4932dadcc45566536d7296c0.jpg,mode,0.99755716
dataset2/fairy/af13ed1972d6415eeaf668f8f34eadb0.jpg,fairy,0.999094
dataset2/mode/Vera+Wang+Collection+Runway+Spring+2016+New+NMeDeuafePil.jpg,mode,0.99742717
dataset2/rock/mig (6).jpeg,rock,0.9981488
dataset2/kireime-casual/b67edf003919ee1e31783ca5318bfb67.jpg,kireime-casual,0.9827692
dataset2/rock/tumblr_m95hyfoUCT1rvsm0bo1_500 (1).png,rock,0.9997911
dataset2/fairy/1147.jpg,fairy,0.9976412
dataset2/kireime-casual/coordination-of-womens-trench-coat017_R.jpg,kireime-casual,0.9996247
dataset2/ethnic/6299aa5369244c4ba8a9cef9a3bfb235fbb231c2.jpg,ethnic,0.99448264
