metric,mean,std,min,max,median,q25,q75,cv_percent,ci_95_lower,ci_95_upper,n
Test Macro F1,0.8145000550248402,0.006168454367559266,0.8012510499775084,0.8263075912925044,0.8153109929248505,0.8110483693761275,0.8184972514787434,0.7573301351552572,0.812157340146001,0.8168427699036794,30
Test Accuracy,81.52549094359614,0.6007508582434112,80.20202020202021,82.66801414855988,81.54030868310242,81.25788982192884,81.9307819041519,0.7368871395807282,81.29733200940933,81.75364987778295,30
Test Macro Precision,0.8150247645276827,0.006225593933371673,0.8007019662278111,0.8255778238774631,0.8157318855929634,0.812252427294792,0.8192140535294693,0.7638533458525625,0.8126603486354255,0.8173891804199399,30
Test Macro Recall,0.8187317777680446,0.00584881264290094,0.8058652143835277,0.830112402251261,0.8194053704304303,0.8158174483213698,0.8223104377649028,0.7143746953178567,0.8165104594951678,0.8209530960409215,30
Best Val Macro F1,0.8153949727612385,0.007929160075994974,0.8010480073246293,0.8320618370462184,0.813978573297021,0.8094140085675483,0.8202450161966446,0.9724318080038943,0.8123835601479875,0.8184063853744895,30
Best Val Accuracy,81.58198313911046,0.791093831031972,80.15151515151516,83.19030792529026,81.45528044466903,80.9920571183822,81.97652318235357,0.969691837084947,81.28153392151339,81.88243235670754,30
Best Val Macro Precision,0.8162896587431483,0.007891086278374445,0.8010800446179902,0.8314141087689396,0.8158104872172989,0.8114358817607679,0.8216108724774805,0.9667017331230746,0.8132927061626486,0.819286611323648,30
Best Val Macro Recall,0.8194445003073499,0.008033606103959971,0.8049055621425192,0.8351217195143027,0.8184197411367875,0.8145788074407807,0.8245170554918465,0.9803722034801378,0.8163934201778673,0.8224955804368326,30
