class,acc,precision,recall,f1
conservative,0.7591240875912408,0.7591240875912408,0.7591240875912408,0.7591240875912408
dressy,0.8507462686567164,1.0,0.8507462686567164,0.9193548387096774
ethnic,0.8527131782945736,0.8661417322834646,0.8527131782945736,0.859375
fairy,0.9583333333333334,0.965034965034965,0.9583333333333334,0.9616724738675958
feminine,0.6198347107438017,0.9493670886075949,0.6198347107438017,0.75
gal,0.7692307692307693,0.88,0.7692307692307693,0.8208955223880597
girlish,0.7289156626506024,0.6019900497512438,0.7289156626506024,0.659400544959128
kireime-casual,0.6772151898734177,0.7278911564625851,0.6772151898734177,0.7016393442622951
lolita,0.95625,0.9622641509433962,0.95625,0.9592476489028213
mode,0.7735849056603774,0.6949152542372882,0.7735849056603774,0.7321428571428571
natural,0.7984496124031008,0.8512396694214877,0.7984496124031008,0.824
retro,0.8267716535433071,0.7191780821917808,0.8267716535433071,0.7692307692307693
rock,0.8442622950819673,0.6866666666666666,0.8442622950819673,0.7573529411764706
street,0.7647058823529411,0.75,0.7647058823529411,0.7572815533980582
