class,acc,precision,recall,f1
conservative,0.7591240875912408,0.6624203821656051,0.7591240875912408,0.7074829931972789
dressy,0.9111111111111111,0.984,0.9111111111111111,0.9461538461538461
ethnic,0.8449612403100775,0.8449612403100775,0.8449612403100775,0.8449612403100775
fairy,0.951048951048951,0.951048951048951,0.951048951048951,0.951048951048951
feminine,0.768595041322314,0.7948717948717948,0.768595041322314,0.7815126050420168
gal,0.7482517482517482,0.856,0.7482517482517482,0.7985074626865671
girlish,0.5963855421686747,0.66,0.5963855421686747,0.6265822784810127
kireime-casual,0.7215189873417721,0.5615763546798029,0.7215189873417721,0.631578947368421
lolita,0.9622641509433962,0.9386503067484663,0.9622641509433962,0.9503105590062112
mode,0.7924528301886793,0.7974683544303798,0.7924528301886793,0.7949526813880127
natural,0.8604651162790697,0.7872340425531915,0.8604651162790697,0.8222222222222222
retro,0.6614173228346457,0.7368421052631579,0.6614173228346457,0.6970954356846473
rock,0.7459016393442623,0.7647058823529411,0.7459016393442623,0.7551867219917012
street,0.7532467532467533,0.8405797101449275,0.7532467532467533,0.7945205479452054
