class,acc,precision,recall,f1
conservative,0.782608695652174,0.7448275862068966,0.782608695652174,0.7632508833922261
dressy,0.9259259259259259,0.984251968503937,0.9259259259259259,0.9541984732824428
ethnic,0.8449612403100775,0.9083333333333333,0.8449612403100775,0.8755020080321285
fairy,0.9097222222222222,0.9492753623188406,0.9097222222222222,0.9290780141843972
feminine,0.8347107438016529,0.7266187050359713,0.8347107438016529,0.7769230769230769
gal,0.7622377622377622,0.8582677165354331,0.7622377622377622,0.8074074074074075
girlish,0.6024096385542169,0.7092198581560284,0.6024096385542169,0.6514657980456026
kireime-casual,0.759493670886076,0.6521739130434783,0.759493670886076,0.7017543859649122
lolita,0.9748427672955975,0.96875,0.9748427672955975,0.9717868338557993
mode,0.8930817610062893,0.7357512953367875,0.8930817610062893,0.8068181818181818
natural,0.9147286821705426,0.7612903225806451,0.9147286821705426,0.8309859154929577
retro,0.6771653543307087,0.8349514563106796,0.6771653543307087,0.7478260869565218
rock,0.7355371900826446,0.8240740740740741,0.7355371900826446,0.777292576419214
street,0.8366013071895425,0.9014084507042254,0.8366013071895425,0.8677966101694915
