class,acc,precision,recall,f1
conservative,0.7753623188405797,0.7039473684210527,0.7753623188405797,0.7379310344827587
dressy,0.9333333333333333,0.984375,0.9333333333333333,0.9581749049429658
ethnic,0.8914728682170543,0.7986111111111112,0.8914728682170543,0.8424908424908425
fairy,0.9230769230769231,0.9428571428571428,0.9230769230769231,0.9328621908127208
feminine,0.7768595041322314,0.752,0.7768595041322314,0.7642276422764228
gal,0.7762237762237763,0.9024390243902439,0.7762237762237763,0.8345864661654135
girlish,0.7228915662650602,0.5741626794258373,0.7228915662650602,0.64
kireime-casual,0.5189873417721519,0.7387387387387387,0.5189873417721519,0.6096654275092936
lolita,0.9748427672955975,0.96875,0.9748427672955975,0.9717868338557993
mode,0.8490566037735849,0.703125,0.8490566037735849,0.7692307692307693
natural,0.8372093023255814,0.8181818181818182,0.8372093023255814,0.8275862068965517
retro,0.7244094488188977,0.7931034482758621,0.7244094488188977,0.757201646090535
rock,0.8099173553719008,0.7903225806451613,0.8099173553719008,0.8
street,0.7272727272727273,0.8888888888888888,0.7272727272727273,0.8
