seed,setting,mean_confidence,accuracy,n_samples,confidence_drop_vs_full
14,full,0.9102725853427388,0.8188698284561049,1982,0.0
14,remove_text,0.3408152492778934,0.07971745711402624,1982,0.5694573360648454
14,remove_image,0.33505138980016097,0.15438950554994954,1982,0.5752211955425779
