seed,setting,mean_confidence,accuracy,n_samples,confidence_drop_vs_full
13,full,0.9008803819310893,0.82744702320888,1982,0.0
13,remove_text,0.2617306531257514,0.08022199798183653,1982,0.6391497288053379
13,remove_image,0.36235733058089326,0.13824419778002017,1982,0.5385230513501961
