seed,source_file,test_macro_f1,test_accuracy,test_loss,best_val_macro_f1,best_val_accuracy,best_val_loss,final_val_macro_f1,final_val_accuracy,final_val_loss,train_val_gap,overfitting_detected,total_epochs,best_epoch,early_stopped,training_time_min,train_size,val_size,test_size
13,/content/drive/MyDrive/data255_revision_2/model/concat/result/real_30seeds_batch1/experiments/seed_13_results.json,0.8101136533227465,81.15869017632242,0.5769303481257151,0.8133950325770508,81.3508064516129,0.5315333080868567,0.8088805273587246,80.9475806451613,0.5315333080868567,0.08415143138773584,False,20,19,False,56.34141255617142,9261,1984,1985
14,/content/drive/MyDrive/data255_revision_2/model/concat/result/real_30seeds_batch1/experiments/seed_14_results.json,0.8041441011344223,80.60453400503778,0.5504963454746065,0.8228864946392166,82.45967741935483,0.49255750087961075,0.8228864946392166,82.45967741935483,0.49255750087961075,0.07796227190896315,False,20,20,False,17.600934008757275,9261,1984,1985
16,/content/drive/MyDrive/data255_revision_2/model/concat/result/real_30seeds_batch1/experiments/seed_16_results.json,0.8125117506403783,81.360201511335,0.5141121724117843,0.7962386973744059,79.6875,0.564941389906791,0.7896774080003047,78.93145161290323,0.5792107995479338,0.03802192889742373,False,20,19,False,17.858767036596934,9261,1984,1985
17,/content/drive/MyDrive/data255_revision_2/model/concat/result/real_30seeds_batch1/experiments/seed_17_results.json,0.8070676338586992,80.70528967254408,0.5617834847597849,0.8134185168753648,81.30040322580645,0.5394094579162136,0.8083398059522554,80.79637096774194,0.5434545427560806,0.06205797005482061,False,20,19,False,17.876778042316438,9261,1984,1985
45,/content/drive/MyDrive/data255_revision_2/model/concat/result/real_30seeds_batch1/experiments/seed_45_results.json,0.8088144270722479,80.90680100755668,0.5430780483616723,0.8108688258547944,81.04838709677419,0.5353949764563192,0.8064554873670662,80.59475806451613,0.5369285035037226,0.09469745345289371,False,20,17,False,17.58319227298101,9261,1984,1985
48,/content/drive/MyDrive/data255_revision_2/model/concat/result/real_30seeds_batch1/experiments/seed_48_results.json,0.8029131449508687,80.45340050377834,0.5400313781130881,0.8165236082050829,81.75403225806451,0.522946204148954,0.8165236082050829,81.75403225806451,0.5371044321406272,0.07703787529627659,False,20,20,False,17.677766637007394,9261,1984,1985
53,/content/drive/MyDrive/data255_revision_2/model/concat/result/real_30seeds_batch1/experiments/seed_53_results.json,0.8085643909124067,81.00755667506297,0.5212335035441413,0.8098004923863361,81.04838709677419,0.5433151952682003,0.8098004923863361,81.04838709677419,0.5433151952682003,0.031044745854660438,False,20,20,False,17.535415852069853,9261,1984,1985
58,/content/drive/MyDrive/data255_revision_2/model/concat/result/real_30seeds_batch1/experiments/seed_58_results.json,0.8257770902824612,82.56926952141058,0.5241525967915853,0.797877701957334,79.6875,0.562748259113681,0.797877701957334,79.6875,0.5720296559795257,0.03696502718133832,False,20,20,False,17.64651166598002,9261,1984,1985
72,/content/drive/MyDrive/data255_revision_2/model/concat/result/real_30seeds_batch1/experiments/seed_72_results.json,0.8001791390017299,80.25188916876574,0.5393133440187999,0.8099094344909546,81.04838709677419,0.5485868687110562,0.8069273527232764,80.64516129032258,0.5485868687110562,0.04893266775948857,False,20,19,False,17.8569238225619,9261,1984,1985
102,/content/drive/MyDrive/data255_revision_2/model/concat/result/real_30seeds_batch1/experiments/seed_102_results.json,0.8167216281522195,81.5617128463476,0.5461718489726385,0.8113901292556712,81.04838709677419,0.5209102188387225,0.8113901292556712,81.04838709677419,0.5279080382277889,0.06416838069646325,False,20,20,False,17.80971748828888,9261,1984,1985
112,/content/drive/MyDrive/data255_revision_2/model/concat/result/real_30seeds_batch2/experiments/seed_112_results.json,0.8200039946777402,81.91435768261965,0.5091644246425974,0.8162294705191624,81.65322580645162,0.5275300092274143,0.8160886868761031,81.60282258064517,0.5275300092274143,0.08876157577198251,False,20,18,False,81.74941501220067,9261,1984,1985
115,/content/drive/MyDrive/data255_revision_2/model/concat/result/real_30seeds_batch2/experiments/seed_115_results.json,0.8013060802677946,80.15113350125945,0.5438456256238241,0.8178338146822524,81.85483870967742,0.5120399539028445,0.8178338146822524,81.85483870967742,0.5139921377262762,0.079207532394582,False,20,20,False,16.715803865591685,9261,1984,1985
