class,acc,precision,recall,f1
conservative,0.6666666666666666,0.7666666666666667,0.6666666666666666,0.7131782945736435
dressy,0.9477611940298507,0.9548872180451128,0.9477611940298507,0.951310861423221
ethnic,0.7286821705426356,0.94,0.7286821705426356,0.8209606986899564
fairy,0.965034965034965,0.9452054794520548,0.965034965034965,0.9550173010380623
feminine,0.8347107438016529,0.7318840579710145,0.8347107438016529,0.7799227799227799
gal,0.7482517482517482,0.8359375,0.7482517482517482,0.7896678966789668
girlish,0.6445783132530121,0.6445783132530121,0.6445783132530121,0.6445783132530121
kireime-casual,0.7784810126582279,0.5885167464114832,0.7784810126582279,0.670299727520436
lolita,0.9875,0.9404761904761905,0.9875,0.9634146341463414
mode,0.7672955974842768,0.7349397590361446,0.7672955974842768,0.7507692307692307
natural,0.7674418604651163,0.8608695652173913,0.7674418604651163,0.8114754098360656
retro,0.7086614173228346,0.7692307692307693,0.7086614173228346,0.7377049180327869
rock,0.8524590163934426,0.7878787878787878,0.8524590163934426,0.8188976377952756
street,0.8104575163398693,0.8611111111111112,0.8104575163398693,0.835016835016835
