class,acc,precision,recall,f1
conservative,0.7681159420289855,0.6708860759493671,0.7681159420289855,0.7162162162162162
dressy,0.9253731343283582,0.9393939393939394,0.9253731343283582,0.9323308270676691
ethnic,0.9147286821705426,0.7972972972972973,0.9147286821705426,0.851985559566787
fairy,0.9791666666666666,0.9155844155844156,0.9791666666666666,0.9463087248322147
feminine,0.6363636363636364,0.7475728155339806,0.6363636363636364,0.6875
gal,0.7972027972027972,0.6785714285714286,0.7972027972027972,0.7331189710610932
girlish,0.45180722891566266,0.6944444444444444,0.45180722891566266,0.5474452554744526
kireime-casual,0.7278481012658228,0.6117021276595744,0.7278481012658228,0.6647398843930635
lolita,0.93125,0.9551282051282052,0.93125,0.9430379746835443
mode,0.7044025157232704,0.7777777777777778,0.7044025157232704,0.7392739273927392
natural,0.7209302325581395,0.8157894736842105,0.7209302325581395,0.7654320987654321
retro,0.7637795275590551,0.6689655172413793,0.7637795275590551,0.7132352941176471
rock,0.7520661157024794,0.7777777777777778,0.7520661157024794,0.7647058823529411
street,0.7908496732026143,0.8231292517006803,0.7908496732026143,0.8066666666666666
