class,acc,precision,recall,f1
conservative,0.708029197080292,0.7348484848484849,0.708029197080292,0.7211895910780669
dressy,0.9776119402985075,0.9357142857142857,0.9776119402985075,0.9562043795620438
ethnic,0.8527131782945736,0.9166666666666666,0.8527131782945736,0.8835341365461847
fairy,0.9722222222222222,0.9271523178807947,0.9722222222222222,0.9491525423728814
feminine,0.7355371900826446,0.7063492063492064,0.7355371900826446,0.7206477732793523
gal,0.7972027972027972,0.8636363636363636,0.7972027972027972,0.8290909090909091
girlish,0.5963855421686747,0.6644295302013423,0.5963855421686747,0.6285714285714286
kireime-casual,0.759493670886076,0.6217616580310881,0.759493670886076,0.6837606837606838
lolita,0.94375,0.967948717948718,0.94375,0.9556962025316456
mode,0.7295597484276729,0.7341772151898734,0.7295597484276729,0.7318611987381703
natural,0.7906976744186046,0.7906976744186046,0.7906976744186046,0.7906976744186046
retro,0.7874015748031497,0.7633587786259542,0.7874015748031497,0.7751937984496124
rock,0.7704918032786885,0.7833333333333333,0.7704918032786885,0.7768595041322314
street,0.8431372549019608,0.8896551724137931,0.8431372549019608,0.8657718120805369
