class,acc,precision,recall,f1
conservative,0.6231884057971014,0.7543859649122807,0.6231884057971014,0.6825396825396826
dressy,0.9701492537313433,0.9285714285714286,0.9701492537313433,0.948905109489051
ethnic,0.8062015503875969,0.9043478260869565,0.8062015503875969,0.8524590163934426
fairy,0.9513888888888888,0.9072847682119205,0.9513888888888888,0.9288135593220339
feminine,0.7603305785123967,0.7863247863247863,0.7603305785123967,0.773109243697479
gal,0.8041958041958042,0.7876712328767124,0.8041958041958042,0.7958477508650519
girlish,0.7409638554216867,0.5189873417721519,0.7409638554216867,0.6104218362282878
kireime-casual,0.7025316455696202,0.6306818181818182,0.7025316455696202,0.6646706586826348
lolita,0.91875,0.9865771812080537,0.91875,0.9514563106796117
mode,0.7421383647798742,0.8082191780821918,0.7421383647798742,0.7737704918032787
natural,0.7906976744186046,0.8571428571428571,0.7906976744186046,0.8225806451612904
retro,0.6614173228346457,0.7924528301886793,0.6614173228346457,0.721030042918455
rock,0.7851239669421488,0.8558558558558559,0.7851239669421488,0.8189655172413793
street,0.8954248366013072,0.8838709677419355,0.8954248366013072,0.8896103896103896
