class,acc,precision,recall,f1
conservative,0.7391304347826086,0.6845637583892618,0.7391304347826086,0.710801393728223
dressy,0.9477611940298507,0.9338235294117647,0.9477611940298507,0.9407407407407408
ethnic,0.7906976744186046,0.816,0.7906976744186046,0.8031496062992126
fairy,0.9230769230769231,0.9361702127659575,0.9230769230769231,0.9295774647887324
feminine,0.7107438016528925,0.8349514563106796,0.7107438016528925,0.7678571428571429
gal,0.6993006993006993,0.8130081300813008,0.6993006993006993,0.7518796992481203
girlish,0.5843373493975904,0.6783216783216783,0.5843373493975904,0.627831715210356
kireime-casual,0.6772151898734177,0.6524390243902439,0.6772151898734177,0.6645962732919255
lolita,0.94375,0.9805194805194806,0.94375,0.9617834394904459
mode,0.8805031446540881,0.6666666666666666,0.8805031446540881,0.7588075880758808
natural,0.6589147286821705,0.8333333333333334,0.6589147286821705,0.7359307359307359
retro,0.7952755905511811,0.5941176470588235,0.7952755905511811,0.6801346801346801
rock,0.7520661157024794,0.8053097345132744,0.7520661157024794,0.7777777777777778
street,0.8116883116883117,0.8389261744966443,0.8116883116883117,0.8250825082508251
